ProsperScore,LoanOriginalAmount,LP_CustomerPrincipalPayments,StatedMonthlyIncome,Completed,ProsperRating (Alpha),LoanStatus
,7000,7000.0,3833.333333,1,,Completed
5.0,8000,2158.13,1833.333333,0,D,Defaulted
9.0,3000,3000.0,3750.0,1,A,Completed
,7000,7000.01,3000.0,1,,Completed
,8000,7999.99,11250.0,1,,Completed
,4500,4500.0,800.0,1,,Completed
,1800,1800.0,2404.583333,1,,Completed
,15000,15000.0,8333.333333,1,,Completed
,5000,4999.99,4916.666667,1,,Completed
10.0,3000,3000.0,11666.666667,1,A,Completed
8.0,1850,1850.01,5416.666667,1,E,Completed
,1000,715.72,4833.333333,0,,Defaulted
8.0,3700,3700.0,4166.666667,1,D,Completed
9.0,1500,1500.01,6232.833333,1,C,Completed
,1999,1999.0,4866.0,1,,Completed
2.0,4000,3999.99,4583.333333,1,E,Completed
7.0,3500,3500.0,2500.0,1,A,Completed
7.0,2000,2000.0,5208.333333,1,C,Completed
7.0,5000,5000.0,8926.75,1,D,Completed
6.0,9000,9000.0,5358.333333,1,,Completed
,2000,1852.03,5400.0,1,,Completed
6.0,1000,1000.0,3300.833333,1,HR,Completed
,13590,13590.02,6124.666667,1,,Completed
,2300,2300.0,5833.333333,1,,Completed
,6500,545.06,0.083333,0,,Defaulted
8.0,8000,8000.0,5833.333333,1,,Completed
,6000,6000.02,4416.666667,1,,Completed
8.0,8000,7999.99,3750.0,1,A,Completed
9.0,15000,15000.0,4583.333333,1,A,Completed
,1200,1200.0,2875.0,1,,Completed
1.0,5900,5900.0,8708.333333,1,HR,Completed
,8000,8000.06,3750.0,1,,Completed
1.0,2500,2500.0,6916.666667,1,HR,Completed
,2000,170.97,2700.0,0,,Defaulted
6.0,3500,3500.0,2083.333333,1,D,Completed
,5000,5000.0,8978.5,1,,Completed
,15000,15000.0,6250.0,1,,Completed
10.0,5000,4999.59,8359.0,1,AA,Completed
5.0,1500,1508.1,4366.666667,1,HR,Completed
1.0,4000,199.88,7083.333333,0,E,Defaulted
,1150,24.8,2000.0,0,,Defaulted
7.0,10000,10000.0,8333.333333,1,C,Completed
7.0,3500,3500.0,3750.0,1,C,Completed
,5075,5075.0,1250.0,1,,Completed
,1000,1000.0,0.0,1,,Completed
,8500,2159.9,6250.0,0,,Defaulted
,3500,3499.91,1250.0,1,,Completed
10.0,3485,3485.0,5666.666667,1,A,Completed
6.0,6000,6000.0,9416.666667,1,D,Completed
10.0,7000,7000.0,6350.0,1,A,Completed
,3200,3200.0,4683.333333,1,,Completed
,2000,289.3,4500.0,0,,Defaulted
,6000,5999.99,5833.333333,1,,Completed
6.0,4000,4000.01,7500.0,1,HR,Completed
,2550,2550.02,1878.333333,1,,Completed
,6000,6000.0,5000.0,1,,Completed
,2000,2000.0,6250.0,1,,Completed
5.0,13500,13499.99,6966.666667,1,,Completed
1.0,4000,4000.0,4000.0,1,E,Completed
4.0,12000,11999.99,5000.0,1,D,Completed
,9500,1944.07,2166.666667,0,,Defaulted
,10000,10000.02,4225.0,1,,Completed
7.0,4500,4500.0,8775.0,1,,Completed
,2717,2716.99,1750.0,1,,Completed
,2700,2699.98,2137.5,1,,Completed
6.0,5000,5000.0,4333.333333,1,E,Completed
,3000,3000.0,4583.333333,1,,Completed
3.0,2000,2000.0,416.666667,1,HR,Completed
9.0,1700,1700.0,4583.333333,1,C,Completed
9.0,3000,3000.0,1416.666667,1,A,Completed
,15000,15000.0,158.333333,1,,Completed
,5075,5075.0,5166.666667,1,,Completed
8.0,6000,5999.99,4583.333333,1,,Completed
,3000,34.23,6416.666667,0,,Defaulted
9.0,14000,14000.0,3750.0,1,A,Completed
,5000,5000.0,4000.0,1,,Completed
,3050,3050.04,400.0,1,,Completed
,7000,7000.02,5666.666667,1,,Completed
,15000,14033.79,4416.666667,1,,Completed
,2000,2000.01,1083.333333,1,,Completed
6.0,2000,2000.0,4583.333333,1,D,Completed
5.0,7500,7500.0,7561.833333,1,E,Completed
7.0,1100,1100.0,4583.333333,1,D,Completed
7.0,8000,8000.0,5750.0,1,A,Completed
7.0,2500,2500.0,1066.666667,1,D,Completed
7.0,2000,2000.0,6000.0,1,C,Completed
8.0,10500,10499.99,5666.666667,1,C,Completed
,4000,4000.01,2333.333333,1,,Completed
10.0,10000,10000.0,12083.333333,1,AA,Completed
,10000,201.78,2398.083333,0,,Defaulted
7.0,11500,11500.0,8833.333333,1,C,Completed
6.0,1750,1750.0,1370.0,1,E,Completed
,4600,4600.0,5000.0,1,,Completed
6.0,4100,4100.0,3849.916667,1,,Completed
9.0,6000,6000.0,3750.0,1,A,Completed
5.0,4000,3999.79,7500.0,1,D,Completed
9.0,5000,4999.99,12750.0,1,A,Completed
6.0,5000,5000.0,5519.416667,1,E,Completed
6.0,15000,15000.0,5666.666667,1,D,Completed
,1000,999.54,4833.333333,1,,Completed
6.0,8000,8000.0,6000.0,1,D,Completed
,4000,3999.99,7500.0,1,,Completed
,3000,3000.0,2291.666667,1,,Completed
5.0,8000,8000.0,6250.0,1,,Completed
4.0,15000,15000.0,6689.666667,1,,Completed
7.0,2500,2500.0,3750.0,1,D,Completed
7.0,3500,3500.0,5775.0,1,E,Completed
2.0,3000,159.08,5583.333333,0,E,Defaulted
3.0,2500,2499.99,4166.666667,1,E,Completed
9.0,4000,4000.0,2250.0,1,,Completed
2.0,5000,5000.0,10001.75,1,C,Completed
8.0,4000,4000.0,5666.666667,1,A,Completed
,5000,1184.97,3741.583333,0,,Defaulted
4.0,8500,8500.0,4333.333333,1,D,Completed
,2000,0.0,2239.916667,0,,Defaulted
3.0,2000,2000.0,2695.666667,1,D,Completed
,7500,7500.0,3033.333333,1,,Completed
8.0,2000,2000.0,3750.0,1,E,Completed
10.0,15000,15000.0,10000.0,1,AA,Completed
,6000,6000.0,5625.0,1,,Completed
3.0,5000,5000.0,4833.333333,1,HR,Completed
,8000,8000.0,10885.0,1,,Completed
,1000,927.57,4434.166667,1,,Completed
5.0,4000,136.27,2916.666667,0,E,Defaulted
9.0,9000,9000.0,3333.333333,1,A,Completed
4.0,7000,7000.0,5666.666667,1,D,Completed
9.0,10000,10000.0,7633.333333,1,A,Completed
,3000,3000.0,1500.0,1,,Completed
,12000,12000.0,3916.666667,1,,Completed
8.0,8500,8500.0,4166.666667,1,A,Completed
,5000,5000.0,3166.666667,1,,Completed
,14000,3129.98,3583.333333,0,,Defaulted
,3000,2999.08,7367.333333,1,,Completed
,1000,1000.01,0.0,1,,Completed
10.0,10000,10000.0,17500.0,1,A,Completed
10.0,10000,10000.01,6666.666667,1,A,Completed
7.0,1000,999.98,2500.0,1,D,Completed
4.0,8500,8499.99,3583.333333,1,D,Completed
,1000,567.51,3000.0,0,,Defaulted
,1000,87.44,2083.333333,0,,Defaulted
,8000,8000.0,9166.666667,1,,Completed
3.0,15000,15000.0,4500.0,1,C,Completed
,1000,1000.0,0.0,1,,Completed
2.0,4000,4000.0,5583.333333,1,D,Completed
,5000,5000.0,5250.0,1,,Completed
5.0,2000,2000.0,1000.0,1,D,Completed
5.0,4000,4000.0,2125.0,1,HR,Completed
7.0,10000,10000.0,8333.333333,1,C,Completed
9.0,2000,2000.0,4750.0,1,C,Completed
3.0,7500,7500.0,7083.333333,1,E,Completed
,8500,8500.0,15416.666667,1,,Completed
,9500,9500.02,7666.666667,1,,Completed
,2000,2000.02,6000.0,1,,Completed
,1000,1000.0,5506.25,1,,Completed
3.0,8000,8000.0,5333.333333,1,C,Completed
,5000,4999.96,11805.166667,1,,Completed
,1900,1900.0,3865.083333,1,,Completed
6.0,4000,4000.0,3750.0,1,E,Completed
,2000,2000.01,2416.666667,1,,Completed
6.0,3000,3000.0,7916.666667,1,E,Completed
,1000,43.47,2592.416667,0,,Defaulted
,7900,7900.0,4316.666667,1,,Completed
8.0,2500,2500.0,5333.333333,1,D,Completed
6.0,11000,11000.0,5416.666667,1,D,Completed
,7000,7000.01,2166.666667,1,,Completed
4.0,3000,3000.0,1291.666667,1,HR,Completed
,3000,499.39,5416.666667,0,,Defaulted
1.0,1000,1000.0,2911.5,1,HR,Completed
,2555,2555.0,3500.0,1,,Completed
,13000,13000.0,5000.0,1,,Completed
,2000,849.77,2083.333333,0,,Defaulted
6.0,15000,15000.0,2316.666667,1,C,Completed
9.0,1000,1000.0,2666.666667,1,A,Completed
,5000,2441.54,2500.0,0,,Defaulted
1.0,3000,3000.0,15416.666667,1,HR,Completed
7.0,2000,1999.09,4166.666667,1,D,Completed
6.0,4500,1020.49,5500.0,0,D,Defaulted
,8500,8499.99,6000.0,1,,Completed
3.0,4000,4000.0,2083.333333,1,D,Completed
7.0,10000,10000.0,6250.0,1,D,Completed
,1000,1000.0,2500.0,1,,Completed
,2500,2500.0,1500.0,1,,Completed
9.0,10000,10000.0,10250.0,1,AA,Completed
4.0,1300,178.59,1416.666667,0,HR,Defaulted
,8500,169.01,3166.666667,0,,Defaulted
,3001,233.71,2916.666667,0,,Defaulted
4.0,8500,8500.0,6916.666667,1,C,Completed
7.0,4000,4000.0,3250.0,1,C,Completed
5.0,3700,3700.0,3500.0,1,HR,Completed
5.0,12000,12000.0,2550.0,1,C,Completed
,1000,1000.0,2669.0,1,,Completed
8.0,2500,2500.0,3750.0,1,D,Completed
6.0,15000,15000.0,4333.333333,1,C,Completed
,1500,1500.0,3416.666667,1,,Completed
9.0,4000,4000.0,3166.666667,1,A,Completed
9.0,2000,2000.0,10000.0,1,A,Completed
5.0,2000,2000.0,2500.0,1,D,Completed
,3000,3000.0,4166.666667,1,,Completed
,3150,402.35,2500.0,0,,Defaulted
,5500,5500.02,2600.0,1,,Completed
,14500,14499.98,0.0,1,,Completed
,7500,7500.0,3083.333333,1,,Completed
8.0,3900,3900.0,4933.333333,1,C,Completed
7.0,13000,13000.0,6083.333333,1,A,Completed
9.0,2700,2699.99,3750.0,1,A,Completed
9.0,9000,9000.0,5000.0,1,A,Completed
,2000,2000.0,2083.333333,1,,Completed
,1400,1400.0,2250.0,1,,Completed
8.0,3000,2999.97,2140.0,1,D,Completed
,8100,4207.15,5200.0,0,,Defaulted
9.0,10000,10000.0,9166.666667,1,A,Completed
5.0,7500,7500.0,3333.333333,1,E,Completed
,7500,7500.02,13750.0,1,,Completed
8.0,9000,9000.0,5750.0,1,A,Completed
6.0,2000,2000.0,6166.666667,1,D,Completed
6.0,7900,7900.0,7250.0,1,D,Completed
,1000,17.9,1833.333333,0,,Defaulted
8.0,7000,6999.3,2080.0,1,AA,Completed
,3000,3000.0,3333.333333,1,,Completed
,2000,2000.0,5084.083333,1,,Completed
8.0,2000,2000.0,8333.333333,1,A,Completed
,15000,449.27,9250.0,0,,Defaulted
9.0,2000,2000.0,6250.0,1,A,Completed
2.0,4000,4000.0,8966.666667,1,D,Completed
,4000,4000.0,3250.0,1,,Completed
,1000,999.99,3018.75,1,,Completed
8.0,15000,15000.0,9083.333333,1,AA,Completed
,1500,1500.0,4639.666667,1,,Completed
9.0,5000,5000.0,5833.333333,1,,Completed
,1000,994.16,2933.333333,1,,Completed
,1600,1600.0,1000.0,1,,Completed
,16000,14150.29,11250.0,0,,Defaulted
,2000,2000.0,2250.0,1,,Completed
5.0,4000,4000.0,1666.666667,1,,Completed
,8000,8000.0,3333.333333,1,,Completed
,2000,0.0,3916.666667,0,,Defaulted
,6000,409.64,10000.0,0,,Defaulted
7.0,1000,1000.0,1250.0,1,E,Completed
,2500,2500.0,8625.0,1,,Completed
,7700,3103.83,2000.0,0,,Defaulted
,10000,10000.0,4433.333333,1,,Completed
,6000,6000.0,4583.333333,1,,Completed
9.0,6277,6277.0,2666.666667,1,C,Completed
,9998,9998.0,3916.666667,1,,Completed
7.0,4073,4073.0,5938.083333,1,C,Completed
,5000,5000.0,2500.0,1,,Completed
6.0,15000,14999.99,5666.666667,1,D,Completed
6.0,2000,2000.0,4291.666667,1,D,Completed
,5000,4999.99,1871.333333,1,,Completed
3.0,2000,2000.0,6250.0,1,HR,Completed
8.0,1000,1000.0,1000.0,1,D,Completed
,1031,1031.0,3293.333333,1,,Completed
,2000,725.18,3000.0,0,,Defaulted
9.0,11650,11650.0,2708.333333,1,A,Completed
,9000,9000.0,11284.75,1,,Completed
6.0,8500,8500.0,4166.666667,1,C,Completed
6.0,4000,4000.0,5833.333333,1,E,Completed
9.0,1000,999.98,4333.333333,1,A,Completed
6.0,9500,9500.01,6250.0,1,E,Completed
,15000,14999.99,8333.333333,1,,Completed
,2800,2800.0,7916.666667,1,,Completed
6.0,3700,3699.97,8416.666667,1,D,Completed
,1000,1000.02,1120.0,1,,Completed
9.0,3000,3000.0,2920.666667,1,A,Completed
8.0,4000,3999.97,6933.333333,1,,Completed
7.0,10500,10500.0,5000.0,1,A,Completed
8.0,3000,3000.0,3750.0,1,,Completed
,3000,189.23,1000.0,0,,Defaulted
4.0,7500,7500.0,6250.0,1,E,Completed
,12000,12000.0,5832.666667,1,,Completed
7.0,14500,14500.0,8583.333333,1,,Completed
,2100,2100.0,6166.666667,1,,Completed
,10000,10000.0,4583.333333,1,,Completed
,20000,1189.41,5402.083333,0,,Defaulted
,2900,2900.0,5666.666667,1,,Completed
9.0,5000,5000.0,2500.0,1,A,Completed
8.0,2300,2300.0,6172.0,1,C,Completed
3.0,6800,6800.0,6425.0,1,D,Completed
4.0,12000,12000.0,8166.666667,1,,Completed
9.0,5000,5000.0,7166.666667,1,AA,Completed
,3000,3000.0,4368.0,1,,Completed
9.0,5000,5000.0,4583.333333,1,,Completed
5.0,4000,3999.99,4166.666667,1,D,Completed
,8000,8000.0,7083.333333,1,,Completed
,5000,5000.0,1489.166667,1,,Completed
,2500,2500.0,0.0,1,,Completed
3.0,3250,3250.0,3500.0,1,HR,Completed
4.0,4000,4000.0,5166.666667,1,HR,Completed
,2999,2998.64,9583.333333,1,,Completed
,5900,5900.0,4666.666667,1,,Completed
,3000,3033.1,5250.0,1,,Completed
,2800,2800.0,7333.333333,1,,Completed
4.0,3000,3000.0,3498.166667,1,E,Completed
8.0,15000,15000.0,3500.0,1,,Completed
,1500,1499.98,6333.333333,1,,Completed
,1000,1000.0,3333.333333,1,,Completed
,15000,15000.0,12500.0,1,,Completed
,4000,4000.0,3500.0,1,,Completed
2.0,6500,6499.99,6750.0,1,E,Completed
2.0,2000,2000.0,7916.666667,1,C,Completed
1.0,4000,4000.0,5040.0,1,HR,Completed
8.0,3000,3000.0,3825.0,1,A,Completed
6.0,6500,6500.0,3583.333333,1,D,Completed
5.0,7500,7500.01,3250.0,1,C,Completed
8.0,10000,10000.0,4583.333333,1,D,Completed
,1000,1000.0,6250.0,1,,Completed
,12000,12000.0,3458.333333,1,,Completed
6.0,3900,3900.0,2583.333333,1,D,Completed
7.0,12000,12000.0,5186.083333,1,D,Completed
6.0,2000,2000.0,4166.666667,1,D,Completed
9.0,6000,6000.01,2915.5,1,A,Completed
8.0,11500,11499.99,8250.0,1,,Completed
4.0,5700,5700.35,8333.333333,1,E,Completed
,3000,3000.0,3208.333333,1,,Completed
,25000,3481.0,3516.916667,0,,Defaulted
,6500,6500.0,2500.0,1,,Completed
5.0,2000,2000.0,10595.416667,1,E,Completed
6.0,2200,2199.99,1166.666667,1,E,Completed
5.0,4000,4000.0,8333.333333,1,HR,Completed
10.0,1000,1000.0,6229.166667,1,C,Completed
6.0,4000,380.45,3300.0,0,D,Defaulted
4.0,4000,1034.43,5600.0,0,HR,Defaulted
,15000,14999.96,12500.0,1,,Completed
2.0,15000,14999.99,12625.0,1,C,Completed
4.0,2000,2000.0,0.0,1,E,Completed
3.0,1000,1000.0,4478.166667,1,HR,Completed
,3001,3001.0,625.0,1,,Completed
5.0,15000,1121.24,4166.666667,0,C,Defaulted
4.0,1500,1500.0,6666.666667,1,HR,Completed
7.0,3000,3000.0,5000.0,1,D,Completed
8.0,10800,10800.0,5089.833333,1,A,Completed
3.0,4000,4000.0,8833.333333,1,D,Completed
7.0,3000,3000.0,5833.333333,1,,Completed
9.0,7000,7000.0,3833.333333,1,A,Completed
2.0,3000,3000.0,4083.333333,1,E,Completed
,5000,5000.0,6500.0,1,,Completed
,10000,946.96,3916.666667,0,,Defaulted
4.0,3400,235.11,7083.333333,0,E,Defaulted
,5000,5000.0,7250.0,1,,Completed
,4750,4750.0,5916.666667,1,,Completed
8.0,1500,1499.6,5833.333333,1,C,Completed
,4500,4499.42,4166.666667,1,,Completed
,5800,5800.0,5250.0,1,,Completed
10.0,1000,1000.0,4166.666667,1,AA,Completed
6.0,4000,4000.0,4416.666667,1,E,Completed
8.0,8500,8500.0,4583.333333,1,A,Completed
,1500,1500.01,833.333333,1,,Completed
,1925,1925.0,0.083333,1,,Completed
7.0,4500,4500.0,2416.666667,1,C,Completed
,7000,7000.0,6250.0,1,,Completed
,6000,6000.0,5800.0,1,,Completed
,5000,5000.01,1865.166667,1,,Completed
,5000,4999.99,2166.666667,1,,Completed
7.0,4000,4000.0,3333.333333,1,D,Completed
4.0,1500,1500.0,2750.0,1,HR,Completed
,5000,5000.0,10833.333333,1,,Completed
,15000,15000.0,3820.333333,1,,Completed
,1000,87.17,1950.0,0,,Defaulted
,8000,8000.0,833.333333,1,,Completed
,2500,2499.99,1166.666667,1,,Completed
,7500,7500.0,3466.666667,1,,Completed
10.0,8000,8000.01,9000.0,1,AA,Completed
8.0,5000,4999.15,10083.333333,1,,Completed
,5000,5000.01,1416.666667,1,,Completed
,7000,6984.98,4333.333333,1,,Completed
9.0,5500,5499.99,9583.333333,1,A,Completed
,6000,0.0,1791.666667,0,,Defaulted
4.0,2000,2000.0,4291.666667,1,D,Completed
,4900,4916.3,780.0,1,,Completed
,8000,8000.0,3843.083333,1,,Completed
8.0,15000,478.73,3166.666667,0,,Defaulted
,2000,2000.0,2916.666667,1,,Completed
,1000,1000.03,347.166667,1,,Completed
5.0,6000,6000.0,4000.0,1,D,Completed
,5100,5100.0,16666.666667,1,,Completed
,15000,1699.38,4833.333333,0,,Defaulted
3.0,4000,3999.99,5041.666667,1,HR,Completed
8.0,10000,10000.0,2684.0,1,A,Completed
10.0,6900,6900.0,4250.0,1,AA,Completed
,7000,7000.0,1958.333333,1,,Completed
6.0,10000,10000.0,9833.333333,1,D,Completed
,5675,5674.99,11666.666667,1,,Completed
,1000,1000.0,0.0,1,,Completed
5.0,4000,4000.0,3083.333333,1,HR,Completed
5.0,4000,4000.0,6833.333333,1,HR,Completed
8.0,1000,1000.0,2325.833333,1,D,Completed
7.0,4800,4800.0,2416.666667,1,D,Completed
7.0,11974,11974.0,9583.333333,1,A,Completed
,7000,7000.0,4083.333333,1,,Completed
,2000,2000.0,5000.0,1,,Completed
,6000,5999.99,3333.333333,1,,Completed
,1000,1000.0,2166.666667,1,,Completed
,1000,999.98,5641.666667,1,,Completed
8.0,2500,2500.0,4166.666667,1,,Completed
1.0,1800,1800.0,5166.666667,1,HR,Completed
6.0,15000,15000.0,7500.0,1,,Completed
,9300,9299.99,6666.666667,1,,Completed
6.0,4000,4000.0,4583.333333,1,D,Completed
1.0,4000,320.6,5556.416667,0,HR,Defaulted
3.0,4000,276.59,2916.666667,0,HR,Defaulted
,2000,1198.85,1600.0,0,,Defaulted
3.0,10000,10000.0,3583.333333,1,D,Completed
,2000,1967.35,9458.333333,1,,Completed
3.0,4000,354.24,7600.0,0,HR,Defaulted
,3900,3899.99,6250.0,1,,Completed
6.0,12500,12500.0,11666.666667,1,D,Completed
,3000,2642.32,7500.0,1,,Completed
5.0,4000,4000.0,6833.333333,1,HR,Completed
6.0,12000,12000.0,5468.666667,1,,Completed
,10000,10000.02,10000.0,1,,Completed
9.0,5000,1025.42,12333.333333,0,A,Defaulted
10.0,1000,1000.0,4166.666667,1,AA,Completed
8.0,5000,5000.0,6250.0,1,AA,Completed
8.0,5000,5000.0,1083.333333,1,,Completed
6.0,4000,4000.0,3583.333333,1,D,Completed
,2000,1999.85,1800.0,1,,Completed
,25000,2438.09,0.083333,0,,Defaulted
,5200,748.11,7000.0,0,,Defaulted
8.0,3900,3900.0,6500.0,1,,Completed
,4000,101.51,1333.333333,0,,Defaulted
8.0,3500,3500.0,2500.0,1,A,Completed
,4000,4000.0,3333.333333,1,,Completed
9.0,4000,4000.0,4583.333333,1,C,Completed
4.0,6000,6000.0,799.5,1,E,Completed
8.0,5500,5500.0,2416.666667,1,,Completed
,2700,0.0,2333.333333,0,,Defaulted
8.0,2000,1999.99,1566.666667,1,A,Completed
5.0,5146,5146.48,1208.333333,1,E,Completed
,10000,9999.82,3825.0,1,,Completed
8.0,9000,9000.0,4833.333333,1,,Completed
,1600,1600.0,2916.666667,1,,Completed
7.0,2400,2400.0,6598.5,1,D,Completed
8.0,15000,15000.0,7916.666667,1,,Completed
4.0,2000,2000.0,3083.333333,1,C,Completed
7.0,3100,3100.0,8333.333333,1,,Completed
,7500,7500.0,2416.666667,1,,Completed
,4000,299.22,4333.333333,0,,Defaulted
,9500,9500.0,9016.75,1,,Completed
5.0,4500,4500.01,7250.0,1,HR,Completed
,2500,2500.0,4583.333333,1,,Completed
2.0,4000,4000.0,3433.333333,1,E,Completed
2.0,2500,2500.0,7166.666667,1,E,Completed
9.0,3000,3000.0,4333.333333,1,,Completed
,5000,5000.0,3466.666667,1,,Completed
,5000,5000.0,5980.333333,1,,Completed
8.0,2000,1999.99,8750.0,1,E,Completed
,3100,3100.0,5050.0,1,,Completed
5.0,2000,1999.97,4166.666667,1,,Completed
,2000,2000.0,5000.0,1,,Completed
,1500,1500.02,6916.666667,1,,Completed
4.0,7500,7500.0,8166.666667,1,E,Completed
6.0,7000,7000.0,3666.666667,1,D,Completed
2.0,6000,5999.51,5000.0,1,E,Completed
10.0,8000,8000.0,12500.0,1,AA,Completed
7.0,2000,2000.0,3500.0,1,D,Completed
,2275,2275.0,2600.0,1,,Completed
,6001,6001.0,5583.333333,1,,Completed
,7000,7000.0,3750.0,1,,Completed
,2550,2550.0,8332.583333,1,,Completed
4.0,1000,1000.0,2912.0,1,HR,Completed
8.0,4500,4499.99,8750.0,1,,Completed
,5000,5000.0,6066.666667,1,,Completed
,2100,2100.88,1750.0,1,,Completed
8.0,6000,5862.69,3750.0,1,A,Completed
9.0,3000,3000.0,5000.0,1,,Completed
9.0,1500,1500.0,7083.333333,1,C,Completed
3.0,9000,9000.0,11450.0,1,,Completed
9.0,3500,3500.0,5291.666667,1,A,Completed
8.0,5000,630.36,2666.666667,0,D,Defaulted
7.0,13000,13000.0,7616.666667,1,C,Completed
,10000,9999.99,2600.0,1,,Completed
5.0,5546,5546.44,5916.666667,1,E,Completed
9.0,2000,2000.0,2208.333333,1,A,Completed
7.0,1000,1000.0,2333.333333,1,D,Completed
,3500,3499.99,7583.333333,1,,Completed
,1200,1200.0,7763.166667,1,,Completed
9.0,8000,8000.0,5500.0,1,A,Completed
,1000,1000.0,0.0,1,,Completed
2.0,2500,2500.0,7916.666667,1,HR,Completed
,7000,6999.46,2500.0,1,,Completed
4.0,4000,4000.0,9083.333333,1,HR,Completed
9.0,10000,10000.0,5468.0,1,A,Completed
7.0,2000,1999.99,2750.0,1,D,Completed
,3000,3000.0,5416.666667,1,,Completed
,8000,7999.76,4583.333333,1,,Completed
,3000,202.21,2666.666667,0,,Defaulted
,4000,4000.02,1583.333333,1,,Completed
5.0,7000,7000.0,9583.333333,1,D,Completed
8.0,4000,4000.0,4333.333333,1,A,Completed
,7000,7000.0,1750.0,1,,Completed
,2861,2861.0,6250.0,1,,Completed
9.0,2000,2000.0,4041.666667,1,C,Completed
,5000,4999.99,3432.75,1,,Completed
5.0,4000,4000.0,4166.666667,1,,Completed
,1090,1090.0,3848.0,1,,Completed
,4000,4000.0,4583.333333,1,,Completed
,4000,103.59,4000.0,0,,Defaulted
8.0,4000,1140.46,4166.666667,0,D,Defaulted
,10000,10000.0,5416.666667,1,,Completed
6.0,3500,3500.0,3166.666667,1,HR,Completed
6.0,15000,14999.99,10833.333333,1,AA,Completed
10.0,1300,1300.0,7650.0,1,C,Completed
9.0,3600,3600.0,2872.083333,1,A,Completed
,2500,2499.99,1833.333333,1,,Completed
,5000,5000.0,3000.0,1,,Completed
,7500,5383.68,2083.333333,0,,Defaulted
,6200,815.11,2721.333333,0,,Defaulted
,10000,9735.23,6250.0,1,,Completed
8.0,1500,1500.0,3250.0,1,AA,Completed
8.0,6000,6000.0,2944.0,1,A,Completed
,7500,7500.0,3684.0,1,,Completed
,9000,9000.0,2666.666667,1,,Completed
5.0,3500,3500.0,4583.333333,1,HR,Completed
6.0,10000,10000.0,4416.666667,1,C,Completed
,5000,5000.0,2312.5,1,,Completed
,2550,0.0,2666.666667,0,,Defaulted
,2551,2551.0,3083.333333,1,,Completed
2.0,4000,505.0,2750.0,0,HR,Defaulted
5.0,7500,7500.0,3500.0,1,E,Completed
,12000,2110.88,6666.666667,0,,Defaulted
5.0,15000,15000.0,10833.333333,1,D,Completed
,1352,1352.0,3333.333333,1,,Completed
4.0,2500,2499.99,5000.0,1,E,Completed
6.0,5500,5500.0,2833.333333,1,D,Completed
5.0,10000,10000.0,4466.666667,1,D,Completed
,6000,1551.39,7750.0,0,,Defaulted
8.0,5500,5500.0,4500.0,1,,Completed
9.0,7499,7499.0,4833.333333,1,A,Completed
4.0,4000,4000.0,6008.5,1,HR,Completed
,6000,6000.0,6000.0,1,,Completed
,4000,314.71,3208.333333,0,,Defaulted
8.0,2000,2000.0,6250.0,1,E,Completed
4.0,4000,3999.99,2500.0,1,HR,Completed
8.0,15000,15000.0,5250.0,1,,Completed
,9500,9500.0,5000.0,1,,Completed
,2000,2000.0,12833.333333,1,,Completed
,2900,2900.0,3333.333333,1,,Completed
10.0,8000,8000.0,2750.0,1,AA,Completed
,3800,3800.0,2083.333333,1,,Completed
9.0,1000,1000.0,6250.0,1,C,Completed
,2750,2750.0,4166.666667,1,,Completed
8.0,13800,13800.0,13083.333333,1,C,Completed
5.0,7500,7500.0,2916.666667,1,E,Completed
4.0,10000,10000.0,2916.666667,1,C,Completed
9.0,2500,2321.94,5000.0,1,C,Completed
7.0,4000,3999.99,3333.333333,1,C,Completed
6.0,4000,4000.0,15833.333333,1,D,Completed
,3000,3000.0,2142.333333,1,,Completed
,4271,4271.0,7416.666667,1,,Completed
7.0,3000,3000.0,7500.0,1,D,Completed
6.0,5000,4999.99,8476.916667,1,D,Completed
,3025,417.63,2750.0,0,,Defaulted
,5500,5500.0,0.0,1,,Completed
4.0,14000,14000.0,5666.666667,1,C,Completed
8.0,14000,14000.0,3500.0,1,,Completed
10.0,1500,1500.01,4000.0,1,AA,Completed
,3000,3000.0,0.083333,1,,Completed
10.0,2000,2000.0,5000.0,1,A,Completed
5.0,7500,7500.0,3583.333333,1,E,Completed
,6000,2415.56,4333.333333,0,,Defaulted
4.0,4000,4000.0,6666.666667,1,HR,Completed
,3001,3001.0,2500.0,1,,Completed
5.0,4000,4000.0,5083.333333,1,HR,Completed
,12000,2042.59,1733.333333,0,,Defaulted
,2525,136.21,1825.0,0,,Defaulted
,6800,6800.02,2666.666667,1,,Completed
3.0,3000,2999.99,816.666667,1,HR,Completed
,5500,5500.0,5000.0,1,,Completed
,15000,15000.0,5000.0,1,,Completed
5.0,10000,10000.0,10000.0,1,D,Completed
,3000,3000.0,3000.0,1,,Completed
,5000,1921.8,3040.0,0,,Defaulted
,2550,2550.0,0.083333,1,,Completed
,12800,12800.0,3980.0,1,,Completed
2.0,4000,4000.0,3916.666667,1,E,Completed
10.0,5100,5099.99,11625.0,1,AA,Completed
